'PBS level';'PBS number';'Is component';'Name from PBS/BoM';'Status of component selection';'Acronym (from PBS)';'Responsible institution';'Component type';'Field component';'Lab tool';'Supplier';'Manufacturer';'Part number (from manufacturer)';'Catalogue reference';'Cost unit (€)';'Cost status';'Mass (kg)';'Quantity';'Material';'Treatment';'Coating';'STEP link';'Budget';'Current (PS only) (A)';'Voltage DC (V)';'Voltage AC (V)';'Initialization - Power (W)';'Initialization - Current consumption (A)';'Stand-by - Power (W)';'Stand-by - Current consumption (A)';'Calibration - Power (W)';'Calibration - Current consumption (A)';'Observation - Power (W)';'Observation - Current consumption (A)';'Maintenance - Power (W)';'Maintenance - Current consumption (A)';'UPS Power - UPS required';'UPS Power - UPS required time (h)';'Heat dissipated (W)';'Heat load to air (W)';'Heat load to coolant (W)';'Skin temperature above environment (ºC)';'Cooling required';'Function';'Cable - Max length (m)';'Cable - Length (m)';'Cable - Outer diameter (m)';'Cable - Min dynamic bending radius (mm)';'Cable - Min static bending radius (mm)';'Cable - Mass density (kg/m)'
'7';'318230-0015';'YES';'GCU Positioning Stage Initial Limit Switch Connector';'BASELINE';'CM GPM PSLI C';'CAB/IAC';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'LEMO';'EEW.0F.304.XLM';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15896';'?';'?';'0.0039';'1';'Aluminium';'Plated';'Nickel';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors\LEMO%20F-Series';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'';'YES';'';'BASELINE';'';'IAC';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'LEMO';'FGW.0F.304.XLC';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15896';'54.25';'ESTIMATED';'0.0066';'1';'Aluminium';'Plated';'Nickel';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors\LEMO%20F-Series';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'318230-0016';'YES';'GCU Positioning Stage Final Limit Switch Connector';'BASELINE';'CM GPM PSLF C';'CAB/IAC';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'LEMO';'EEX.0F.304.XLC';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15896';'?';'?';'0.0039';'1';'Aluminium';'Plated';'Nickel';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors\LEMO%20F-Series';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'';'YES';'';'BASELINE';'';'IAC';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'LEMO';'FGX.0F.304.XLM';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15896';'54.25';'ESTIMATED';'0.0066';'1';'Aluminium';'Plated';'Nickel';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors\LEMO%20F-Series';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'318230-0017';'YES';'GCU Focusing Stage Motor Connector';'BASELINE';'CM GPM FSM C';'CAB/IAC';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'AMPHENOL';'MS3474W12-8PZ';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=10667';'36.14';'ESTIMATED';'?';'1';'Aluminium';'Plated';'Cadmium';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors%5CAmphenol%20MIL-DTL-26482\12-8';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'';'YES';'';'BASELINE';'';'IAC';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'AMPHENOL';'MS3476W12-8SZ';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=10667';'44.11';'ESTIMATED';'?';'1';'Aluminium';'Plated';'Cadmium';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors%5CAmphenol%20MIL-DTL-26482\12-8';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'318230-0018';'YES';'GCU Focusing Stage Encoder Head Connector';'BASELINE';'CM GPM FSEH C';'CAB/IAC';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'LEMO';'EES.2F.310.XLC';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15896';'?';'?';'0.00892';'1';'Aluminium';'Plated';'Nickel';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors\LEMO%20F-Series';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'';'YES';'';'BASELINE';'';'IAC';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'LEMO';'FGS.2F.310.XLM';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15896';'84.69';'ESTIMATED';'0.01263';'1';'Aluminium';'Plated';'Nickel';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors\LEMO%20F-Series';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'318230-0019';'YES';'GCU Focusing Stage Initial Limit Switch Connector';'BASELINE';'CM GPM FSLI C';'CAB/IAC';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'LEMO';'EES.0F.304.XLC';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15896';'?';'?';'0.0039';'1';'Aluminium';'Plated';'Nickel';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors\LEMO%20F-Series';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'';'YES';'';'BASELINE';'';'IAC';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'LEMO';'FGS.0F.304.XLM';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15896';'54.25';'ESTIMATED';'0.0066';'1';'Aluminium';'Plated';'Nickel';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors\LEMO%20F-Series';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'318230-0020';'YES';'GCU Focusing Stage Final Limit Switch Connector';'BASELINE';'CM GPM FSLF C';'CAB/IAC';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'LEMO';'EEN.0F.304.XLM';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15896';'?';'?';'0.0039';'1';'Aluminium';'Plated';'Nickel';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors\LEMO%20F-Series';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'';'YES';'';'BASELINE';'';'IAC';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'LEMO';'FGN.0F.304.XLC';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15896';'54.25';'ESTIMATED';'0.0066';'1';'Aluminium';'Plated';'Nickel';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors\LEMO%20F-Series';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'318230-0021';'YES';'Continuum QTH Lamp Connector';'BASELINE';'CM LQTH C';'CAB/IAC ';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'AMPHENOL';'MS3474W10-6P';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=10667';'56.82';'ESTIMATED';'?';'1';'Aluminium';'Plated';'Cadmium';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors%5CAmphenol%20MIL-DTL-26482\ms3474w10-6p';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'';'YES';'';'BASELINE';'';'IAC';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'AMPHENOL';'MS3476W10-6S';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=10667';'35.29';'ESTIMATED';'?';'1';'Aluminium';'Plated';'Cadmium';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors%5CAmphenol%20MIL-DTL-26482\ms3476w10-6s';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'318230-0022';'YES';'Ne Lamp Connector';'BASELINE';'CM LNe C';'CAB/IAC';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'AMPHENOL';'MS3474W8-33P';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=10667';'35.50';'ESTIMATED';'?';'1';'Aluminium';'Plated';'Cadmium';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors%5CAmphenol%20MIL-DTL-26482\ms3474w8-33p';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'';'YES';'';'BASELINE';'';'IAC';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'AMPHENOL';'MS3476W8-33S';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=10667';'32.35';'ESTIMATED';'?';'1';'Aluminium';'Plated';'Cadmium';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors%5CAmphenol%20MIL-DTL-26482\ms3476w8-33s';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'318230-0023';'YES';'Ar Lamp Connector';'BASELINE';'CM LAr C';'CAB/IAC';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'AMPHENOL';'MS3474W8-33P';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=10667';'35.50';'ESTIMATED';'?';'1';'Aluminium';'Plated';'Cadmium';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors%5CAmphenol%20MIL-DTL-26482\ms3474w8-33p';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'';'YES';'';'BASELINE';'';'IAC';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'AMPHENOL';'MS3476W8-33S';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=10667';'32.35';'ESTIMATED';'?';'1';'Aluminium';'Plated';'Cadmium';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors%5CAmphenol%20MIL-DTL-26482\ms3476w8-33s';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'318230-0024';'YES';'Kr Lamp Connector';'BASELINE';'CM LKr C';'CAB/IAC';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'AMPHENOL';'MS3474W8-33P';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=10667';'35.50';'ESTIMATED';'?';'1';'Aluminium';'Plated';'Cadmium';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors%5CAmphenol%20MIL-DTL-26482\ms3474w8-33p';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'';'YES';'';'BASELINE';'';'IAC';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'AMPHENOL';'MS3476W8-33S';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=10667';'32.35';'ESTIMATED';'?';'1';'Aluminium';'Plated';'Cadmium';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors%5CAmphenol%20MIL-DTL-26482\ms3476w8-33s';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'318230-0025';'YES';'Xe Lamp Connector';'BASELINE';'CM LXe C';'CAB/IAC';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'AMPHENOL';'MS3474W8-98P';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=10667';'38.02';'ESTIMATED';'?';'1';'Aluminium';'Plated';'Cadmium';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors%5CAmphenol%20MIL-DTL-26482\ms3474w8-98p';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'';'YES';'';'BASELINE';'';'IAC';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'AMPHENOL';'MS3476W8-98S';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=10667';'32.12';'ESTIMATED';'?';'1';'Aluminium';'Plated';'Cadmium';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors%5CAmphenol%20MIL-DTL-26482\ms3476w8-98s';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'318230-0032';'YES';'Variable Attenuator Motor QTH Connector';'BASELINE';'CM VAM Q C';'CAB/IAC';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'AMPHENOL';'MS3474W12-10PY';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=10667';'47.05';'ESTIMATED';'?';'1';'Aluminium';'Plated';'Cadmium';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors%5CAmphenol%20MIL-DTL-26482\12-10';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'';'YES';'';'BASELINE';'';'IAC';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'AMPHENOL';'MS3476W12-10SY';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=10667';'40.56';'ESTIMATED';'?';'1';'Aluminium';'Plated';'Cadmium';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors%5CAmphenol%20MIL-DTL-26482\12-10';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'318230-0033';'YES';'Variable Attenuator Encoder QTH Connector';'BASELINE';'CM VAE Q C';'CAB/IAC';'Electrical/Mechanic';'YES';'NO';'MOUSER ELECTRONICS';'LEMO';'EEN.1F.308.XLM';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15896';'?';'?';'0.00593';'1';'Aluminium';'Plated';'Nickel';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors\LEMO%20F-Series';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'';'YES';'';'BASELINE';'';'IAC';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'LEMO';'FGN.1F.308.XLC';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15896';'64.73';'ESTIMATED';'0.00867';'1';'Aluminium';'Plated';'Nickel';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors\LEMO%20F-Series';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'318230-0034';'YES';'Variable Attenuator Motor Ne Connector';'BASELINE';'CM VAM Ne C';'CAB/IAC';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'AMPHENOL';'MS3474W12-10PZ';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=10667';'47.05';'ESTIMATED';'?';'1';'Aluminium';'Plated';'Cadmium';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors%5CAmphenol%20MIL-DTL-26482\12-10';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'';'YES';'';'BASELINE';'';'IAC';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'AMPHENOL';'MS3476W12-10SZ';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=10667';'40.56';'ESTIMATED';'?';'1';'Aluminium';'Plated';'Cadmium';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors%5CAmphenol%20MIL-DTL-26482\12-10';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'318230-0035';'YES';'Variable Attenuator Encoder Ne Connector';'BASELINE';'CM VAE Ne C';'CAB/IAC';'Electrical/Mechanic';'YES';'NO';'MOUSER ELECTRONICS';'LEMO';'EEP.1F.308.XLM';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15896';'?';'?';'0.00593';'1';'Aluminium';'Plated';'Nickel';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors\LEMO%20F-Series';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'';'YES';'';'BASELINE';'';'IAC';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'LEMO';'FGP.1F.308.XLC';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15896';'64.73';'ESTIMATED';'0.00867';'1';'Aluminium';'Plated';'Nickel';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors\LEMO%20F-Series';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'318230-0036';'YES';'Variable Attenuator Motor Ar Connector';'BASELINE';'CM VAM Ar C';'CAB/IAC';'Electrical/Mechanical';'YES';'NO';'MOUSER ELECTRONICS';'AMPHENOL';'MS3474W12-10P';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=10667';'47.05';'ESTIMATED';'?';'1';'Aluminium';'Plated';'Cadmium';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5CElectrical%20Connectors%5CAmphenol%20MIL-DTL-26482\12-10';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'NA';'NA';'NA';'NA';'NA';'NA'
